id,name,publisher,description,total_episodes,languages,media_type,explicit
29J6iLrf9ZOTXj8yljLiga,Psychology of the Unconscious,Carl Jung,"Carl Jung's study of the transformations and symbolisms of the libido and a contribution to the history of the evolution of thought - Full AudiobookView our full collection of podcasts at our website: https://www.solgoodmedia.com or YouTube channel: https://www.solgood.org/subscribe Check out our ad free subscription: adfreesounds.com The best audiobooks - Our collection includes memoirs, fiction, non fiction, and more!www.solgoodmedia.com/categories/audiobooksFairy Tales, Short Stories and More! Listen to a bedtime story tonight!www.solgoodmedia.com/categories/childrens-storiesWanna Listen to Something Funny? Check out our Collection of Best Comedy Podcasts!www.solgoodmedia.com/categories/comedyThe best daily podcasts for your morning, afternoon or evening routine!www.solgoodmedia.com/categories/daily-podcastsExplore our Audio Drama Podcasts. You'll love our collection of immersive rich stories.www.solgoodmedia.com/categories/dramaThe top educational podcasts. Our collection includes Economics, History, Science, Religion and More!http://www.solgoodmedia.com/categories/educationalThe Best Fantasy Podcasts that'll take you on an adventure during your next commutehttp://www.solgoodmedia.com/categories/fantasyFrom Thrillers to Science Fiction, Here are some of the best Fiction Podcasts to Bingehttp://www.solgoodmedia.com/categories/fictionTop Health & Fitness Podcasts to increase your Vitality, Wellness, and Longevityhttp://www.solgoodmedia.com/categories/fictionThe Best History Podcasts That Will Help You Remember What You Forgot In Schoolhttp://www.solgoodmedia.com/categories/historyThese Horror Podcasts Will Chill You to the Bone!http://www.solgoodmedia.com/categories/horrorListen to the world's greatest minds on topics such as spirituality, history, science, and more!http://www.solgoodmedia.com/categories/lecturesThe Best Mystery Podcasts to bend your mind and ask ""Who did it?!?""http://www.solgoodmedia.com/categories/mystery-and-suspenseShows that broaden your knowledge, our collection includes topics such as history, business, science, and more!http://www.solgoodmedia.com/categories/non-fictionShows that broaden your knowledge, our collection includes topics such as history, business, science, and more!http://www.solgoodmedia.com/categories/philosophy-and-religionTop Philosophy and Religion Podcasts, Our Favorites to have a Deeper Understanding of our Worldhttp://www.solgoodmedia.com/categories/playsExperience Live Theatre From the Comfort of your Home! - Top Plays & Dramatic Reading Podcastshttp://www.solgoodmedia.com/categories/romanceTop Romance Podcasts for Snugglinghttp://www.solgoodmedia.com/categories/romanceTop Science Fiction Podcasts That are Out of This World!http://www.solgoodmedia.com/categories/science-fictionThe Best Self-Help Podcasts For Overall Wellnesswww.solgoodmedia.com/categories/self-helpExpand your horizons with this collection of classic short stories and tales by writers like HG Wells, Edgar Allen Poe, HP Lovecraft, Jules Verne, & more!http://www.solgoodmedia.com/categories/short-storiesOur growing collection of original shows that explore the nature of our human experience.http://www.solgoodmedia.com/categories/sol-good-originalsThe most popular sounds for improving sleep - Ocean, rain, river, and many more sounds. Perfect for Insomnia, Relaxation, and Meditation.www.solgoodmedia.com/categories/soundsThe best podcasts to deepen your Yoga and Meditation practicehttp://www.solgoodmedia.com/categories/yoga-and-meditation",29,['en'],audio,FALSE
515FjLeSffBz2wM6QtNvox,Rational Eater Podcast,Kevin Burciaga,"Intro: welcome to the Rational Eater podcast, a podcast for people who are struggling with binge eating, bulimia, and people who want more control over what they eat. This podcast makes eating disorder recovery simple. My name is Kevin, and my goal isn’t for you to just recover, it’s to get better, and move on with your life. Listen, recover, and eat the way you’re designed to. Let’s get to it. ***Links*** Speak with me: https://go.oncehub.com/kevinburciaga What's App: 1-904-445-7754 I will respond! Facebook group (The Rational Eating Masterclass): https://www.facebook.com/groups/2150125565018363/ Instagram (the_rational_eater): https://www.instagram.com/the_rational_eater/ TikTok: @rationaleater Twitter: The Rational Eater @kevindburciaga",30,['en-US'],audio,FALSE
1Xx0gjHbQjiATU4oBEdPLG,Recover Your Soul: A Spiritual Path to a Happy and Healthy Life,Rev. Rachel Harrison,"Welcome to the Soul Recovery Community! Join Rev. Rachel Harrison on a spiritual path to a happy and healthy life with the ""Recover Your Soul"" podcast. In each episode, Rev. Rachel shares powerful tools from Soul Recovery, spirituality, positive psychology, 12-step programs, and New Thought Metaphysics. This podcast is designed for anyone looking to make positive changes, whether affected in some way by addiction or dysfunctional relationships, overcoming co-dependency or people-pleasing, or simply seeking personal or spiritual growth""Recover Your Soul"" offers guidance and teachings that emphasize the profound impact of connecting with your Higher Self. You don’t need to struggle with addiction or codependence to benefit from these principles – all you need is a desire to grow and improve your life. Rev. Rachel guides you on your Soul Recovery path, focusing on self-awareness, connecting with your Higher Power, practicing self-compassion, and embracing release and forgiveness. The 9 Step Soul Recovery Process can help you break free from old patterns and discover a new way of living.To learn more or book spiritual coaching sessions and connect with the Soul Recovery community, visit www.recoveryoursoul.net. By becoming a Patron Member or subscribing on Apple Podcasts, you gain access to an additional episode each week with powerful interviews and book studies along with the full catalog of previous bonus content.""Together, we can do the work that will Recover Your Soul.""",249,['en-US'],audio,TRUE
1TSPmnFU6OiV13ugQV90z1,Reroot & Rise,Jennie Claire,"Jennie is the owner of Rooted Yoga and Wellness, a 501(c)(3) studio offering neurosomatic healing modalities to survivors of abuse, assault and addiction. As a survivor of sexual assault, domestic violence, addiction, autoimmune disorders and a stroke, she shares her insight and wisdom on topics that surround us in our daily life. Jennie is a public speaker, and if you are interested in having her speak at your event or place of employment, or if you would like to take a training or even book a session, reach out through https://msha.ke/rootedyogaandwellness.com Support this podcast: https://creators.spotify.com/pod/show/rerootandrise/support",71,['en'],audio,TRUE
2oHNL3acqfhqBmGMqJm15e,Rise and Align With Food,Reshanda,"Reshanda Yates discusses how to stop binge eating so you can lose weight, have energy, focus, and be present for your family and children. Learn why you binge and how to stop bingeing on sweets and carbs. Move from information to implementation and past the frustration of knowing what to do but never being able to do it. Be able to trust yourself alone with all the sweet treats and not dig into the kitchen when no one else is around. In this podcast, Reshanda shares her own stories of struggling with binge eating for 10 years. She knows first-hand what it’s like to promise again and again that this will be the last time, only to wake up the next morning and repeat the same cycle. She understands the guilt and shame that can go hand in hand with binge eating having done every insane thing in the book with food, including eating out of the trash can after throwing food away. She believes if she can come back from that, anyone can.",212,['en-US'],audio,TRUE
0CSnLlxETeMYsAd6UXnraH,Ronni and Jennie: Conversations on Recovery from Childhood Trauma and Abuse,Ronni Tichenor and Jennie Weaver,"Ronni and Jennie are sisters who were not supposed to be friends. They grew up in a home with addiction, abuse, and untreated mental illness, which generated dysfunctional dynamics that often pitted them against each other. Miraculously, they came together in adulthood to help each other heal. Now, drawing on their personal and professional experiences, they are telling their story to help others recover from childhood trauma and abuse, and to help them mend their own sibling relationships. They invite you to join them in this healing conversation. Please feel free to share your own experiences, or ask questions, via their website: www.ronniandjennie.com (other free content is also available there), or follow them on Instagram: @ronni_and_jennie. Ronni Tichenor is Professor Emeritus of Sociology at State University of New York--Polytechnic Institute, specializing in family studies; Jennie Weaver is a board-certified Family Nurse Practitioner with over 25 years' experience in family practice and mental health. They detail their story in their book, Healing Begins with Us: Breaking the Cycle of Trauma and Abuse and Rebuilding the Sibling Bond.",106,['en-US'],audio,FALSE
5S7BoFiMZPblibpu6Z79N0,Ruthless Compassion with Dr. Marcia Sirota,Ruthless Compassion with Dr. Marcia Sirota,"Ruthless Compassion with Dr. Marcia Sirota is a podcast about people who've turned their emotional shit into fertilizer for success. It's about seeing our darkest moments as opportunities for learning, growth and transformation. We'll cover topics like addiction and mental health, isolation, and loneliness, narcissism versus self-care and difficult family and work relationships. For more, visit http://marciasirotamd.com/. Dr. Marcia Sirota is a board-certified psychiatrist practicing in Toronto, Canada. She has more than 25 years of experience and specializes in health and wellness, healing trauma, unblocking creativity and empowering people to be their best self. She is the author of 5 books and an instructor of Udemy online courses. In her spare time, she enjoys screenwriting, yoga and working out.",182,['en'],audio,FALSE
5DPtNdEANo3MbJS9hleiRV,SaniTEA,DissociaDID & Team Piñata,Mental Health Podcast hosted by the popular Dissociative Identity Disorder YouTubers; DissociaDID and Team Piñata! || Watch the uncut filming of SaniTEA || https://www.youtube.com/SaniteaPodcast || Tweet in to be featured in GoodTEA! || www.twitter.com/SaniteaPodcast || Follow the making of SaniTEA! || www.instagram.com/saniteapodcast www.facebook.com/saniteapodcast Www.twitter.com/SaniteaPodcast || Our YouTube channels: || Www.youtube.com/SaniteaPodcast Www.youtube.com/DissociaDID Www.youtube.com/teampinata,9,['en'],audio,FALSE
3dSBNLypEJz4OZ9pRRwMCy,"Schizophrenia As I Live It, Parts 1&2",Diana Dirkby,"I discuss navigating the labyrinth of paranoid schizophrenia as a personal and Informative journey.I'm Diana Dirkby, and I'm living with paranoid schizophrenia. In this podcast, I'll open up about my experiences with this complex brain disorder while also providing a comprehensive overview of schizophrenia itself. Despite sharing common symptoms, each individual's journey with schizophrenia is unique. We all seek tools and strategies to manage our symptoms within the context of our unique lives.As mental health consumers, we are responsible for sharing our experiences openly and honestly. By doing so, we can help combat the stigma associated with schizophrenia. We can empower listeners to understand what psychosis truly feels like, dispelling the fear and misconceptions that often surround it. While a schizophrenic episode can be an intense and overwhelming experience, it's important to remember that the person experiencing it is usually not a threat to others.Beyond my experiences with schizophrenia, I'll also share aspects of my life that transcend my mental health condition. This serves as a reminder that mental health consumers are multifaceted individuals, not defined solely by their diagnoses.My fiction novel, ""The Overlife: A Tale of Schizophrenia,"" is based on a deeply personal exploration of my own experiences and those of my mother. It's available as a Kindle and paperback book (visit https://www.amazon.com/author/diana_dirkby or search for ""Diana Dirkby"" on Amazon). An audiobook version will be released soon. For more information, please visit my website: https://overliveschizophrenia.com/.Part 1 of this podcast aired during the prepublication phase of my novel. Now the book has appeared, Part 2 assumes you have access to it. You can still follow along without having read it. However, reading the book will help you understand and appreciate my podcast.Together, we can break down barriers and promote open conversations about mental health. Thank you for joining me on this journey.#schizophrenia #psychosis #schizoaffective #caregiver #schizophreniaawareness #schizophreniarecovery #schizophreniasupport #schizophreniatreatment #schizophreniahelp #schizophreniamanagement #brainhealthadvocate #brainhealthsupport #brainhealthisimportant #brainhealthawareness #mentalhealth #mentalhealthawareness #mentalhealthmatters #mentalhealthadvocate #mentalhealthsupport #mentalhealthrecovery #mentalhealthsupport #mentalillnesstreatment #mentalhealthmanagement #family #relationships #motherdaughter #daughtermother #fiction #fightthestigmaofmentalillness #fightthestigma",42,['en-US'],audio,FALSE
5f6TvEETCcvcxUkjG5OAAJ,Schizophrenia EPS,Scarlett Thompson,"TW for people that don't like this topic. We will be speaking about Schizophrenia and what it is. SANE Australia provides information and resources for schizophrenia and psychosis. Lifeline (call 13 11 14), healthdirect, Beyond Blue, Butterfly Foundation's National Helpline, headspace. For just a little group of people to talk to there are social media platformas like Facebook and Instagram.",1,['en'],audio,FALSE
1STXwSRCkq5zxWlqN4XEyf,Schizophrenia: Three Moms in the Trenches,Randye Kaye,"Schizophrenia in the Family. How do we cope? How can we help? We each have adult sons with schizophrenia and have written acclaimed books about it. We say it like it is, to help families, practitioners and those with SMI (serious mental illness) feel less alone...and learn. Randye Kaye, Mindy Greiling, Miriam Feldman...and guests.",108,['en-US'],audio,FALSE
5oAwfDIBkSo5QI55FRJkiq,Searching For Calmer Waters,Searching For Calmer Waters,"This is a podcast about struggling with anxiety, panic disorder, and depression. In each episode, I will talk about a topic and discuss ways to overcome it. This isn't just a podcast about my struggles. It will contain information that can help you understand the topic, cope with it and over come it. I will also talk about my faith and how it helps me with my journey with anxiety. Check out my book ""Searching For Calmer Waters"" on Amazon. https://www.amazon.com/Searching-Calmer-Waters-Battle-Anxiety-ebook/dp/B08F3SHTY3",9,['en-US'],audio,FALSE
5j50XovMDTRPySsKBkijEo,See Your Toes Again,Pete Robin,"Are you tired of following mainstream methods to lose weight? do you have a chronic mental illness that the drugs & therapy just aren't helping? If you have found yourself in midlife with a few extra love-handles that won't budge, and a brain that seems to feel depressed (or worse), then this podcast channel is designed with you in mind. You're not alone. There is a direct relationship between middle-age, extra body weight and mental illness. With the help of my guests, I hope to show you ways that you can take control of your life again, and return to a body that is fit, healthy and happy. We don't burn incense. You don't need to grow hairy legs and we don't use gongs to help you feel better (you can if you want, but that's not how our systems work). Come listen to my guests, who have lost loads of weight, or they have overcome mental illness, and have become healthy and energetic as a result. Chronic mental illnesses such as depression, bipolar disorder, schizophrenia, and even Parkinson's have all be forced back into remission by my guests who can talk the talk because they have personally walked the walk! You can control your own illnesses too. You just need to know how. And I promise that calorie-restriction is generally not part of our conversation. Physical chronic illnesses can include heart disease, high blood pressure, so called ""high cholesterol"", lack of energy, arthritis, gout, and type 2 diabetes, to scratch the surface. These methods can also help you control your type 1 diabetes. This is a podcast all about improving your health, both physically & mentally. My guests & I discuss ways you can regain your health, regardless of your chronic illness, or even if you are just not happy with your current weight. My podcasts discuss all the ways that you can increase your health, lose significant body fat, tone up, restore your hormonal balances and take charge of your life. I'll also discuss exercises and all sorts of subjects related to your health and well-being. Please also read my book, also called See Your Toes Again, available exclusively on Amazon. My caveat: if you are on medication, please do not attempt to cease your medications until you have spoken with your specialist, and they are confident your health has improved enough that you don't need to use them anymore. I am not a qualified medical specialist, and neither are most of my guests. We are just normal people who have obtained abnormal results!",44,['en-GB'],audio,TRUE
14TnmzWcMYThdQRnVitS2H,Seen Not Heard - FML,Seen Not Heard,"Trauma, Complex PTSD, Abuse, Assault and Hell from early childhood throughout most my life, how it started and where things are now. I'm breathing, taking each day as best as can, focusing on healing and all that goes with it. Surprised but happy to see my first abuser is behind bars. Never thought that would ever happen, wish all that led to it never did. Hoping talking to a mic is easier than typing a book. This may be triggering, contact BEFREE via text or your local center for healthy confidential support and tips in your healing journey through trauma.",20,['en-US'],audio,TRUE
6ekzL2wCS0h8blEFychtSH,"Sex, Love, and Addiction","Robert Weiss, PhD, MSW","On Sex, Love, and Addiction, Dr. Rob Weiss, sex therapist and author of a dozen books on sex and relationship healing, interviews global experts like Dr’s. Sue Johnson, Harville Hendrix, Dr. Stan Tatkin, and Helen Fisher, Dr. Kenneth Adams among others. This podcast features robust discussions focused on healing from chronic infidelity, cheating, porn, and sex addiction, along with the pain of relationship betrayal. Dr. Rob is Chief Clinical Officer for Seeking integrity Treatment Centers. He is a 30-year licensed therapist, a Ph.D. sexologist, and author Sex Addiction 101, Prodependence, and Out of the Doghouse, among other books. This podcast is dedicated to bringing information, advice, and direction from experts around the world to those seeking answers to some of life’s most challenging questions.",157,['en'],audio,FALSE
6ymN1LayhkM94BHV5M0jST,So Positive By Ananya Panday,Pod.one,"We delve into the intricate relationship between mental health and social media in a candid conversation. From the highs of online connection to the lows of comparison culture, we explore how platforms like Instagram, Facebook, and TikTok impact our self-esteem, anxiety levels, and overall mental well-being. Each episode features interviews with social media influencers, who share their experiences. We’ll examine phenomena like cyberbullying, addiction, and digital detox, and discuss practical strategies for maintaining mental balance in a hyperconnected world.",6,['hi'],mixed,FALSE
4mUm8Vr4GlcKtxrqoDhUeQ,"SOBRIETY CHECKPOINT - Sober Living, Sobriety, Addiction Recovery, Emotional Sobriety, Alcohol Free",Felicia Hermle,"Are you stuck in the rut of addiction looking for some hope for change? Or are you already in recovery but struggling with your emotional sobriety & feeling anxious about whether or not you’re doing this life thing right? Are you a self-proclaimed perfectionist constantly worried about what others think of you? Do you feel childhood and family patterns repeating themselves in your marriage or relationships? Did the pink cloud fade a long time ago only to be replaced with the restlessness, irritability, and discontent of those familiar drunken days? Maybe you’re a high achiever and on the outside, you have everything you need and even some of the things you want - but you’re still feeling dissatisfied. People see success when they look at you but all you see when you look in the mirror is a person you don’t even recognize - just like those 3am accidental glimpses in the mirror when you were crying in the bathroom. Desperate for a solution & crying out to a God you weren’t sure you even believed in. OH desperation - what a gift that was! In this podcast you’re gonna hear stories of hope for sober living. Stories with solutions to emotional health, relationships, and that critical inner voice as well as transparent and authentic conversations about navigating mental health, faith, and relationships in recovery. My name’s Felicia and I’m a 12-stepper turned therapist. I’m married and I have two littles under 5. I grew up in church but I didn’t find Jesus or understand grace until I found the rooms of AA in 2011. I love Jesus but have had my fair share of struggling with church culture and religion. I know what it’s like to be stuck in a restless, irritable, and discontent rut (drunk & sober). This next season I’m going to be shifting the podcast focus to stories of hope for sober living. This change comes after a year of podcasting and recognizing more than ever the power of storytelling and my hope to reach a larger audience of listeners seeking a solution to their addiction in addition to solutions for living sober. There will still at times be a focus on reaching parents in recovery since this is such a huge part of my recovery, but not all my guests who will be sharing their experience, strength, and hope, will be parents. I’m so glad you’re here! Grab your keys and let’s go for a drive… there’s no judgment (or breathalyzer) at this Sobriety Checkpoint. Connect --＞ hello@sobrietycheckpoint.co Facebook --＞ facebook.com/felicia.hermle Instagram --＞ @sobrietycheckpoint.co Music for Sobriety Checkpoint created by my cousin: Jake Meyer - Copyright 2021 All rights reserved. ****The information contained in this podcast is general information for educational purposes only, it is not, nor is it intended to be, therapy or psychological advice. Please consult your physician or mental health provider regarding advice or support for your health and wellbeing. If you are in crisis, please call your local 24-hour hotline or 911.****",61,['en'],audio,TRUE
3PGlPb5hXfoyCrsUIPj19P,Spark Launch: Neurodiversity Ignited,SparkLaunch.org,"Welcome to Spark Launch – a podcast dedicated to exploring mental health challenges faced by neurodivergent individuals and uncovering ways to overcome them by living in our unique strengths. This optimistic series is designed to empower neurodivergents and enlighten neurotypicals about the incredible potential within us all. Hosted by Chaya Mallavaram, CEO & Founder of Spark Launch, and Mike Cornell, Peer Support Specialist, both passionate about mental health advocacy, we believe that by embracing our passions, we can navigate life's demands with resilience, joy, and authenticity. Through heartfelt stories from a diverse spectrum of guests, expert insights, and practical strategies, we aim to create a harmonious and supportive community where everyone can grow together. Tune in to Spark Launch to ignite your mind and elevate your essence. https://sparklaunchpodcast.com/ ADHD Coaching & Workshops: https://www.sparklaunch.org/ Follow Mike & Chaya on Instagram: https://www.instagram.com/followshisghost https://www.instagram.com/the_sparklaunch Would like to tell your story on the show? https://sparklaunchpodcast.com/booking",18,['en'],audio,FALSE
1pzSVDmJOuT2XyAfMV4PxV,Spectrum Living: A Podcast,William Spencer,"William Spencer is an adult male, evaluated and diagnosed with Autism Spectrum Disorder (ASD) + ADHD at the age of 30 in 2023. He is also a self-published author who currently has two books out:The Autistic Journey - A Novelette (published Dec. 29, 2023)Space City - A Novel (published Jul. 9, 2024)William's official website: williamspencer.netDISCLAIMER: William is NOT a licensed therapist, psychologist or counselor in any way! If you need to seek help, please find a licensed person who can give legal health advise!",36,['en-US'],audio,TRUE
4ePXIleNoid7VwFQmLgocC,Spectrum Projection,SPOSHA Podcasts,"Spectrum Projection is a media review podcast where we analyse characters who may fit into the autism spectrum. Hosted by Hannah (an actually autistic person with a Masters in disabilities in literature) and Tilda (who has to deal with her ramblings). We review anything that we features characters that remind us of people on the spectrum: film, tv, video games and books. We upload every two weeks (more or less...)",13,['en'],audio,TRUE
5N5ISStcP5lW6gKncRzj2R,Suicide:The Forever Decision By Dr. Paul G. Quinnett,Hope Bird,"For those thinking about suicide and for those who know, love and counsel them. This book discusses the social aspects of suicide, the right to die, anger, loneliness, depression, stress, hopelessness, drug and alcohol abuse, the consequences of a suicide attempt, and how to get help.",1,['en'],audio,FALSE
6CfKsKonG7IO7uJJ3ayM88,Talk the Talk with Pastor Perry,Talk the Talk with Pastor Perry,"A real message to the Church. Messages churches should hear and discuss including: Fornication, Adultery, Right to Life, Pornography, Wills, Trust, Power of Attorney, Legacy, Life Insurance, Mental Health (Depression, Anxiety, Bipolar, Schizophrenia), Suicide, Family Issues (Things that cause families to struggle such as birth/death). We thank you for joining our Podcast and encourage you to pray and listen to what GOD is sharing for you and your family. Submit prayer requests at familyvisionministries.org. Subscribe to Facebook: FVM1700 and Instagram: FamilyVisionMinistries.",8,['en'],audio,FALSE
60dnEBRehlGYAUocYAKea6,Talking Autism With Nurse Ebs,Ebony Godwin,"Welcome to Talking Autism With Nurse Ebs! Here we discuss all things autism. We cover autism behaviors, parenting, autism resources, finances, self-care and much much more. I am a Registered Nurse and a mother of two children on the autism spectrum. If this podcast is valuable to you, please support this podcast by rating it 5 Stars on which ever platform you are listening on. For Daily Inspiration, follow me on: Facebook: @talkingautismpodcast Instagram: @Talkingautism Twitter: @Autismebs Pinterest: @ Talking Autism With Nurse Ebs Thank you SO MUCH! #talkingautism Support this podcast: https://creators.spotify.com/pod/show/talkingautism/support",2,['en'],audio,FALSE
6tdqcseyMZplHzv4UswhR5,"TEAR the VEIL™ with DR. FUMI, PSYCHDNP",Princess of Suburbia®Network,"The Princess of Suburbia®, Bd. Cert. Psych. Mental Health Trauma Care™ Media Expert, TedxTalk Speaker, 16x Bestselling Author: Lover of Psychiatry, Social Justice, & Everything in-between, is the HOST of TEAR the VEIL with Dr. Fumi, PsychDNP.https://www.drfumipsychdnp.com/I am the Princess of Suburbia®, an African (Nigerian) Princess Living in Diaspora. I Nurse. I Speak. I Write - My Psychiatric Mental Health Clinical Practice, Bestselling Books & Indiefest Award-winning Documentaries Are My Legs to the World™… host of LifeRehabTV™ (a Global Online Mental Health & Lifestyle TV Townhall series), bringing wealth and health to my audience by tackling health disparities and health policies governing mental health (such as Depression, Anxiety, Suicide Ideations, Poor Self-Image Disorders). My podcast, TEAR, the VEIL with DR. FUMI™, is featured on several platforms, including iHeartRadio & iTunes radio.More About Dr. Princess Fumi Hancock:* First African American to speak on the TEDx Talk Int'l Al Anjal National School platform(in Saudi Arabia) where I share my life story and how storytelling saved me.*My launched platform, FEARLESS VISIONARIES, where 18 extraordinary women were turned into #1 Bestselling Authors as they share their remarkable stories. These stories have been heard across the globe and continue to catch traction. My publishing signature program is modeled after one of my documentaries; Fearless Visionaries Tear the Veil.Visit Her Groups of Clinics: POB PsychiatryWEBSITE(S):http://www.drfumipsychdnp.comhttp://www.fearlessvisionaries.comFACEBOOK(S):https://www.facebook.com/groups/AsktheWebPsychDNPhttps://www.facebook.com/groups/fearlessvisionariescommunity/TWITTER(S):https://twitter.com/WebPsychDNPhttps://twitter.com/DrFumiPsychDNPINSTAGRAM(S):https://www.instagram.com/drfumipsychdnp/https://www.instagram.com/askthewebpsychdnp/YOUTUBE(S):https://www.youtube.com/c/princessofsuburbiahttps://bit.ly/fearlessvisionariesteartheveil(c) 2023 - 2028 the Princess of Suburbia® Productions: Life RehabTV™",127,['en'],audio,FALSE
7eGcnI7MMOiIxRmtrFGnsI,Terrence Non-Duality,Terrence Stephens,"Terrence is an Australian born teacher and guide of Non-Duality. Like us all, Terrence had his own personal back ‘story’ (a ‘me’) which has included sexual abuse as a child, living in a dysfunctional and broken family followed by drug addiction, divorce, depression and anxiety with suicidal thoughts. During his journey, he consulted various psychologists and therapists and pursued a variety of spiritual paths and self-help groups. Nothing seemed to relieve the deep-seated experience of separation and isolation, until he met Sailor Bob Adamson. Here Terrence gained an intellectual understanding of Non-Duality and then his sense of self (me) finally collapsed. What resulted was no more searching, wanting or desires and a state of being carefree. It was in this state of collapse that his true nature was revealed; awakening from the dreamed fictitious personal character. Since then Terrence has been pointing the way; Profoundly direct and yet delivered with compassion, warmth and fun! Excerpt from Virtual Satsang with Terrence Stephens. For more information www.terrencestephens.com or to join Terrence for twice weekly Virtual Satsang, book at: https://www.terrencestephens.com/group-events Facebook: https://www.facebook.com/TerrenceStep.... Instagram: https://www.instagram.com/terrenceste.... Twitter: https://twitter.com/non_terry.Intro song is Far Behind by Jam Morgan",112,['en-AU'],audio,FALSE
4MhPyUtSX5EGpCSLdaRcZj,TG Wellbeing,Robert Fletcher,"Welcome to the TG Wellbeing Podcast Education, raising awareness, and information - optimal performance and rejuvenation. It's all about a better you. Inside and out! Tune in, it may change your life! Topics: health, fitness, wellness, anti-aging, rejuvenation, preventative medicine, diet, nutrition, vitamins, supplementation, fat loss, testosterone, hrt, hormone balancing, thyroid management, food sensitivities, gut health iv & injectables, hydration, and recovery, exercises, workouts, motivation, success stories, trainer spotlights. Interviews with athletes, competitors, experts, physicians, trainers, skincare specialists, motivational leaders, and much more. Make sure your body is functioning at optimal levels “safely” - physically and mentally. Our mission is to educate, raise awareness, motivate and inspire. We are in the business of changing and saving lives. Facebook: @tgwellbeing Instagram: @tgwellbeing About Rob Fletcher - a respected leader in the world of health, fitness, martial arts, and motivation. As a coach, speaker, promoter, and producer. Founder of ANGT, America’s Next Great Trainer. Author of America’s Next Great Trainer, Transform Your Life. Featured in national publications, radio, and tv programs including NBC Dateline, Good Morning America, Good Day New York. Nationally recognized for his contributions to martial arts and fitness. Listed in the Who’s of Martial Arts. Inducted into the Masters Black Belt Hall of Fame and Recipient of the Joe Lewis PKA (Professional Kickboxing Association) Eternal Warrior Award. Rob has joined forces with the TG (The Gym) and TG Wellbeing. About TG The Gym - TG has 8 locations on the west coast and expanding now TG Mesa, AZ. TG Wellbeing connects members and clients with trainers and physicians. Blood work assessments will be done twice a year. Identifying needs and deficiencies. While analyzing lifestyle, activities, member goals, and objectives. Treatments, services, and therapies ie TRT, HRT, hormone balancing, food sensitivities, hydration, digestive disorders, recovery and rejuvenation, amino and peptide therapy, injectables, thyroid management. Also, addressing depression, anxiety, stress – PTSD and mental health. Increase libido and sexual performance. Together a treatment plan and workout program will be customized for the member. TG Wellbeing Radio Show will be covering many of these topics with expert interviews.",6,['en-US'],audio,FALSE
3lEaGZNpwRy5UHGNqMxY9t,The 12-Step Buddhist Podcast,Darren Littlejohn,"Readings and meditations from sacred Buddhist masters. Discussion of methods, techniques and essential principles of Buddhist recovery. Now we're integrating the next level. Are you ready to drop into the deep work? The correct answer is yes! Based on the groundbreaking new book, Compassionate Recovery: Mindful Healing for Trauma and Addictions (2022 Rainbow Light Media). AA deals with the cunning, baffling and powerful nature of addictions. Here, we go down to the roots, with ACEs, Western neuropsychology, and the application of scientifically tested training methods that are based on the wisdom of Tibetan Buddhist, Yoga other systems. Learn to practice easy to follow methods, with powerful effects. Enhance and strengthen your emotional stability in recovery. Discover self-compassion, the wisdom of generosity and more. For a foundation in Buddhist recovery and Dharma recovery, read The 12-Step Buddhist 10-Year Anniversary Edition (2018 Atria\Beyond Words) anywhere books are sold.",105,['en'],audio,TRUE
410pfiukmRrL9VQJRrjeha,the ADHD Queens: Read the World,the ADHD Queens,"A podcast where a trio of queer adhd-ers read and discuss books based in countries from around the world. As the people pleasing weirdos that we are, we cannot simply do things for our own amusements [how could we have such audacity?] So we decided to start a brand with our first project being: a podcast. We 3 ""grown ups"" struggle with object permanence so this project ensures our ability to not forget the other two exist! We need your support to maintain our friendship. Oh, and our love of reading!",20,['en-US'],audio,TRUE
7exJalihG1GBF5EukeJTet,The ADHD Readers Book Club,Brenna Dickinson,"Join Molly &Brenna weekly as they deep dive into good books, bad books and everything in between, while trying to keep their hyperfocus on reading without distraction. A new book monthly with weekly updates as they read. Join the fun by keeping an eye on the Instagram @ADHD_ReadersBookClub for which books they'll be reading each month.",19,['en'],audio,FALSE
3HWnUfK8VXBXVnrtJS7eAR,"The Anxious Truth - A Panic, Anxiety, and Mental Health Podcast",Drew Linsalata,"Struggling with panic attacks, agoraphobia, or other anxiety problems? The Anxious Truth will educate you, empower you, encourage you, and inspire you to get your life back! * Featured in the New York Times: ""6 Podcasts to Soothe An Anxious Mind"" (April 27, 2024)* Featured in Vogue Magazine: ""The 15 Best Mental Health Podcasts Recommended by Therapists"" (October 2023)Listen to the podcast, read the books, join the social media community, and get on the path to recovery.",307,['en'],audio,FALSE
